customerid,gender,age,city,membershiptype,totalspend,itemspurchased,averagerating,discountapplied,dayssincelastpurchase,satisfactionlevel,invoiceno,stockcode,description,quantity,invoicedate,unitprice,country,purchasedate,productcategory,productprice,totalpurchaseamount,paymentmethod,customerage,returns,customername,churn,tenure,preferredlogindevice,citytier,warehousetohome,preferredpaymentmode,hourspendonapp,numberofdeviceregistered,preferedordercat,satisfactionscore,maritalstatus,numberofaddress,complain,orderamounthikefromlastyear,couponused,ordercount,daysincelastorder,cashbackamount,orderid,pricemrp,payment,timestamp,rating,productid,paymenttype,orderstatus,productweightg,productlengthcm,productheightcm,productwidthcm,customercity,customerstate,sellerid,sellercity,sellerstate,paymentinstallments,rowid,orderdate,shipdate,shipmode,segment,countryregion,stateprovince,postalcode,region,category,subcategory,productname,sales,discount,profit
350.0,Male,32.0,Miami,Silver,690.3,10.0,3.8,True,34.0,Unsatisfied,536392,22502,PICNIC BASKET WICKER SMALL,4,12/1/2010 10:29,5.95,United Kingdom,9/24/2022 13:51,Electronics,455.0,2574.0,Credit Card,40.0,1.0,Matthew Navarro,0.0,1.0,Mobile Phone,3.0,15.0,Debit Card,3.0,3.0,Laptop & Accessory,2.0,Single,2.0,0.0,16.0,1.0,1.0,7.0,152.53,d0d2bc60ab96a5450c4182ecfa069ed9,77.0,90.88,30-06-2018 13:32,5.0,719d571299707561c34ba04ab867b32a,credit_card,delivered,434.0,20.0,16.0,18.0,imbau,PR,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,4.0,250.0,3/22/2020,3/26/2020,Standard Class,Consumer,United States,North Carolina,27405,South,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,0.7,-5.8604
351.0,Female,36.0,Houston,Bronze,480.5,8.0,3.1,False,20.0,Neutral,536392,84879,ASSORTED COLOUR BIRD ORNAMENT,16,12/1/2010 10:29,1.69,United Kingdom,8/8/2020 21:56,Electronics,299.0,4362.0,PayPal,40.0,1.0,Matthew Navarro,0.0,22.0,Phone,1.0,13.0,UPI,2.0,4.0,Fashion,3.0,Single,9.0,0.0,24.0,1.0,1.0,0.0,145.0,d1ad273eb19cc217511bb7d6f6de894f,77.0,91.29,23-02-2018 13:26,5.0,719d571299707561c34ba04ab867b32a,credit_card,delivered,434.0,20.0,16.0,18.0,sao paulo,SP,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,1.0,251.0,3/22/2020,3/26/2020,Standard Class,Corporate,United States,Arizona,85705,West,Office Supplies,Paper,Xerox 1951,74.352,0.2,23.235
352.0,Female,30.0,New York,Gold,1170.8,16.0,4.7,True,21.0,Satisfied,536392,22338,STAR DECORATION PAINTED ZINC ,24,12/1/2010 10:29,0.65,United Kingdom,7/5/2022 3:46,Clothing,120.0,3856.0,Credit Card,40.0,0.0,Matthew Navarro,0.0,24.0,Phone,3.0,20.0,Debit Card,2.0,3.0,Laptop & Accessory,2.0,Divorced,5.0,0.0,11.0,0.0,1.0,7.0,149.36,7571d2e7a9f69174c92679c6018a13ee,110.0,119.33,18-08-2017 16:54,5.0,40609ed7bf566f65da3424c1f2d1949a,credit_card,delivered,350.0,20.0,15.0,15.0,curitiba,PR,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,1.0,252.0,3/23/2020,3/26/2020,First Class,Consumer,United States,Florida,33445,South,Office Supplies,Labels,Avery 476,9.912,0.2,3.2214
354.0,Female,43.0,Chicago,Bronze,510.75,10.0,3.3,True,41.0,Unsatisfied,536394,21506,"FANCY FONT BIRTHDAY CARD, ",24,12/1/2010 10:39,0.42,United Kingdom,9/11/2021 19:04,Electronics,148.0,3838.0,Credit Card,40.0,0.0,Matthew Navarro,0.0,0.0,Computer,3.0,25.0,E wallet,3.0,2.0,Laptop & Accessory,2.0,Single,9.0,1.0,13.0,1.0,1.0,4.0,153.04,48e70325bb404002e8ab78b3cf46a5fb,199.0,427.02,5/5/2018 8:28,1.0,a6f2ba5bb6d6d36ac92ed1faf4d123f2,credit_card,delivered,450.0,20.0,15.0,15.0,sertanopolis,PR,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,3.0,254.0,3/23/2020,3/26/2020,Second Class,Consumer,United States,California,90036,West,Technology,Phones,Ooma Telo VoIP Home Phone System,604.752,0.2,37.797
356.0,Male,27.0,Miami,Silver,700.4,13.0,4.1,True,56.0,Unsatisfied,536394,22866,HAND WARMER SCOTTY DOG DESIGN,96,12/1/2010 10:39,1.85,United Kingdom,2/23/2022 23:19,Home,97.0,1416.0,Credit Card,31.0,0.0,George Johnson Jr.,0.0,0.0,Phone,3.0,16.0,E wallet,3.0,3.0,Laptop & Accessory,3.0,Married,2.0,1.0,12.0,0.0,1.0,3.0,142.6,754328c1ffda8a8ba227f2851a3772cb,199.0,215.49,12/6/2018 11:52,5.0,a6f2ba5bb6d6d36ac92ed1faf4d123f2,debit_card,delivered,450.0,20.0,15.0,15.0,sao paulo,SP,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,1.0,256.0,3/24/2020,3/28/2020,Standard Class,Consumer,United States,New York,10024,East,Office Supplies,Paper,Xerox 190,24.9,0.0,11.703
360.0,Female,41.0,Chicago,Bronze,495.25,9.0,3.6,True,41.0,Unsatisfied,536394,22349,DOG BOWL CHASING BALL DESIGN,12,12/1/2010 10:39,3.75,United Kingdom,5/9/2021 20:16,Books,320.0,2185.0,Credit Card,31.0,1.0,George Johnson Jr.,0.0,9.0,Mobile Phone,3.0,8.0,Credit Card,3.0,4.0,Fashion,3.0,Divorced,2.0,0.0,13.0,9.0,9.0,0.0,175.96,b2a33016c177ab9b6f09ca324bb26ec6,125.0,287.96,18-06-2018 16:34,2.0,d4e19eb1e5c5d6194af618d3a67de4e6,credit_card,delivered,300.0,16.0,20.0,15.0,presidente prudente,SP,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,6.0,260.0,3/25/2020,3/30/2020,Standard Class,Consumer,United States,California,94110,West,Office Supplies,Art,Newell 35,6.56,0.0,1.9024
363.0,Female,36.0,Houston,Bronze,430.5,8.0,3.1,False,21.0,Neutral,536394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,12/1/2010 10:39,2.55,United Kingdom,3/12/2021 6:47,Electronics,273.0,2333.0,Credit Card,31.0,0.0,George Johnson Jr.,0.0,13.0,Mobile Phone,3.0,8.0,E wallet,2.0,3.0,Laptop & Accessory,4.0,Married,8.0,0.0,12.0,0.0,1.0,3.0,157.15,717b5830932c155c67ba3232934a93c5,140.0,159.08,23-07-2018 12:50,5.0,d4e19eb1e5c5d6194af618d3a67de4e6,credit_card,delivered,300.0,16.0,20.0,15.0,mogi-guacu,SP,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,5.0,263.0,3/26/2020,3/31/2020,Second Class,Corporate,United States,California,94122,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,0.2,9.4284
365.0,Male,34.0,Los Angeles,Silver,780.2,11.0,4.1,False,16.0,Neutral,536395,22188,BLACK HEART CARD HOLDER,8,12/1/2010 10:47,3.95,United Kingdom,5/25/2021 22:52,Home,381.0,244.0,Cash,31.0,1.0,George Johnson Jr.,0.0,10.0,Phone,1.0,16.0,Debit Card,2.0,3.0,Laptop & Accessory,4.0,Single,3.0,1.0,12.0,0.0,1.0,1.0,141.97,8b7e7fa76762ddabf276b848797bad08,100.0,228.9,8/2/2018 18:35,5.0,957bdadbdfc3aa7b33ac86d926721838,credit_card,delivered,450.0,20.0,15.0,15.0,sao paulo,SP,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,1.0,265.0,3/26/2020,3/30/2020,Standard Class,Corporate,United States,California,90036,West,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,0.0,8.619
372.0,Female,41.0,Chicago,Bronze,475.25,9.0,3.6,True,42.0,Unsatisfied,536395,22730,ALARM CLOCK BAKELIKE IVORY,4,12/1/2010 10:47,3.75,United Kingdom,1/31/2023 22:56,Clothing,371.0,4765.0,Credit Card,64.0,1.0,Colton Guerra,0.0,16.0,Phone,1.0,14.0,UPI,3.0,3.0,Laptop & Accessory,3.0,Married,5.0,1.0,14.0,0.0,1.0,2.0,145.22,788b5c7981deb39a53f098ed02cde155,42.0,56.1,3/3/2018 12:22,3.0,803711d24d376b5e52332a616f50dbe5,credit_card,delivered,200.0,20.0,15.0,15.0,sao paulo,SP,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,2.0,272.0,3/30/2020,4/4/2020,Standard Class,Consumer,United States,California,94110,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,0.15,-12.098
373.0,Male,28.0,San Francisco,Gold,1480.1,21.0,4.9,False,11.0,Satisfied,536395,22727,ALARM CLOCK BAKELIKE RED ,8,12/1/2010 10:47,3.75,United Kingdom,5/26/2020 9:18,Home,354.0,1686.0,Cash,64.0,0.0,Colton Guerra,0.0,0.0,Phone,3.0,10.0,Debit Card,2.0,4.0,Laptop & Accessory,2.0,Single,2.0,1.0,11.0,0.0,1.0,3.0,144.87,d860f5159cf88738ce5f8356512edb65,42.0,57.1,26-02-2018 14:35,4.0,803711d24d376b5e52332a616f50dbe5,boleto,delivered,200.0,20.0,15.0,15.0,guararapes,SP,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,1.0,273.0,3/30/2020,4/1/2020,First Class,Home Office,United States,Texas,78521,Central,Furniture,Chairs,"Global Stack Chair without Arms, Black",127.302,0.3,-9.093
374.0,Male,32.0,Miami,Silver,660.3,10.0,3.8,True,36.0,Unsatisfied,536395,22729,ALARM CLOCK BAKELIKE ORANGE,8,12/1/2010 10:47,3.75,United Kingdom,8/11/2021 12:40,Electronics,17.0,3587.0,Credit Card,64.0,0.0,Colton Guerra,0.0,10.0,Computer,1.0,31.0,Credit Card,3.0,3.0,Laptop & Accessory,3.0,Divorced,4.0,1.0,15.0,3.0,10.0,7.0,144.49,b8664a67156f7d886752140cd2e2e089,42.0,63.15,22-01-2018 11:21,5.0,803711d24d376b5e52332a616f50dbe5,credit_card,delivered,200.0,20.0,15.0,15.0,goiania,GO,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,3.0,274.0,3/30/2020,3/31/2020,First Class,Corporate,United States,New York,10009,East,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,0.0,2.94
376.0,Female,30.0,New York,Gold,1190.8,16.0,4.5,True,23.0,Satisfied,536395,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,12/1/2010 10:47,3.95,United Kingdom,8/27/2021 15:55,Electronics,17.0,5046.0,Cash,62.0,0.0,Steven Mccullough,0.0,12.0,Computer,1.0,6.0,Debit Card,2.0,3.0,Others,3.0,Married,2.0,1.0,14.0,0.0,1.0,6.0,291.97,f3f6800d0fe47e0c400a1ea6330ff68a,80.0,114.36,15-12-2017 10:34,5.0,2cd9064c8472a73250ac970950521c41,boleto,delivered,250.0,16.0,20.0,15.0,chapadao do ceu,GO,b90e891671cffd9557f33a97dc523645,sao jose dos pinhais,PR,1.0,276.0,3/30/2020,4/1/2020,First Class,Home Office,United States,Texas,78521,Central,Office Supplies,Envelopes,Airmail Envelopes,335.72,0.2,113.3055
378.0,Female,43.0,Chicago,Bronze,515.75,10.0,3.3,True,43.0,Unsatisfied,536395,22866,HAND WARMER SCOTTY DOG DESIGN,48,12/1/2010 10:47,2.1,United Kingdom,5/4/2020 7:06,Books,78.0,1831.0,PayPal,62.0,1.0,Steven Mccullough,0.0,3.0,Mobile Phone,3.0,18.0,COD,2.0,3.0,Laptop & Accessory,3.0,Single,1.0,0.0,11.0,3.0,4.0,4.0,165.77,6345437ab1ffa04f5a791c668934e196,39.9,49.24,22-08-2017 11:03,5.0,c752f2bc46ad4b389290cf5828a1db62,credit_card,delivered,650.0,25.0,13.0,14.0,campinas,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,278.0,3/30/2020,4/5/2020,Standard Class,Consumer,United States,Minnesota,55124,Central,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,0.0,6.465
379.0,Male,30.0,San Francisco,Gold,1450.5,19.0,4.6,False,12.0,Satisfied,536396,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/1/2010 10:51,2.55,United Kingdom,12/4/2020 12:05,Clothing,456.0,541.0,Credit Card,62.0,1.0,Steven Mccullough,0.0,14.0,Mobile Phone,3.0,6.0,E wallet,2.0,2.0,Fashion,5.0,Divorced,2.0,0.0,16.0,1.0,1.0,7.0,183.92,0c53c83ddb6fc0f6d915cda471c0aee5,315.0,334.46,29-08-2017 20:50,5.0,aba0932cedf32b2a7b6b832f11769613,credit_card,delivered,2000.0,30.0,12.0,16.0,araxa,MG,a416b6a846a11724393025641d4edd5e,sao paulo,SP,8.0,279.0,3/30/2020,4/4/2020,Standard Class,Corporate,United States,Washington,98105,West,Office Supplies,Storage,Sterilite Show Offs Storage Containers,15.84,0.0,0.0
382.0,Female,31.0,New York,Gold,1160.6,15.0,4.5,True,31.0,Satisfied,536396,15056BL,EDWARDIAN PARASOL BLACK,6,12/1/2010 10:51,4.95,United Kingdom,2/13/2023 19:54,Clothing,428.0,4847.0,Credit Card,19.0,0.0,Roy Rosales,0.0,25.0,Mobile Phone,1.0,9.0,Credit Card,2.0,4.0,Fashion,3.0,Divorced,3.0,1.0,14.0,0.0,1.0,4.0,179.69,130aa16eb157e7606fcafbd807c8048e,113.0,133.28,3/12/2017 17:28,5.0,dfac7527b7d46b412ac29dcabad2f619,credit_card,delivered,2500.0,35.0,16.0,16.0,lagoa santa,MG,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,282.0,3/31/2020,4/5/2020,Standard Class,Consumer,United States,California,94122,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,0.0,14.8344
388.0,Female,30.0,New York,Gold,1200.8,16.0,4.7,True,24.0,Satisfied,536396,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,12/1/2010 10:51,4.95,United Kingdom,9/4/2023 19:30,Electronics,222.0,3694.0,Cash,19.0,0.0,Stacy Melendez,0.0,19.0,Phone,1.0,24.0,Credit Card,2.0,3.0,Laptop & Accessory,3.0,Married,3.0,0.0,14.0,0.0,1.0,8.0,148.1,b803962943a08a081c52d087e852358c,277.72,290.29,6/5/2018 20:15,1.0,6a041eb6fc1af9d2634e039453f67598,credit_card,canceled,2000.0,30.0,12.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,4.0,288.0,3/31/2020,4/5/2020,Standard Class,Consumer,United States,California,94122,West,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,0.2,252.588
389.0,Male,34.0,Los Angeles,Silver,780.2,11.0,4.1,False,16.0,Neutral,536396,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,12/1/2010 10:51,6.95,United Kingdom,7/23/2022 15:05,Electronics,287.0,2405.0,PayPal,19.0,0.0,Stacy Melendez,0.0,15.0,Computer,1.0,34.0,COD,2.0,4.0,Laptop & Accessory,2.0,Divorced,1.0,0.0,11.0,0.0,1.0,4.0,145.23,52619537cf1e982e097feae63cd2e083,59.41,137.64,27-03-2017 09:51,5.0,a357f84a03304a2b4e051596920249eb,credit_card,delivered,850.0,25.0,13.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,289.0,3/31/2020,4/4/2020,Standard Class,Consumer,United States,Illinois,60610,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,79.984,0.2,13.9972
390.0,Female,43.0,Chicago,Bronze,505.75,10.0,3.3,True,44.0,Unsatisfied,536396,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/1/2010 10:51,2.1,United Kingdom,1/1/2020 18:58,Clothing,253.0,993.0,Cash,19.0,0.0,Stacy Melendez,0.0,0.0,Phone,3.0,6.0,COD,3.0,3.0,Mobile,4.0,Single,2.0,1.0,16.0,1.0,1.0,4.0,132.02,52619537cf1e982e097feae63cd2e083,59.41,137.64,27-03-2017 09:51,5.0,a357f84a03304a2b4e051596920249eb,credit_card,delivered,850.0,25.0,13.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,290.0,4/1/2020,4/6/2020,Second Class,Consumer,United States,California,94591,West,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088,0.2,5.5536
399.0,Female,36.0,Houston,Bronze,470.5,8.0,3.0,False,22.0,Neutral,536398,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,12/1/2010 10:52,0.29,United Kingdom,3/15/2020 10:39,Home,281.0,3901.0,PayPal,61.0,0.0,April Reynolds,0.0,3.0,Computer,3.0,28.0,UPI,3.0,3.0,Fashion,5.0,Divorced,1.0,0.0,11.0,2.0,7.0,8.0,184.12,ce7da3c96f70e4febad6c91b835784d8,133.0,144.95,21-08-2018 21:43,5.0,e224d922abe83aaa3e7c47962cbbe1ff,boleto,delivered,1200.0,30.0,12.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,299.0,4/2/2020,4/8/2020,Standard Class,Consumer,United States,Georgia,30605,South,Technology,Phones,Motorola Droid Maxx,1049.93,0.0,293.9804
403.0,Male,30.0,San Francisco,Gold,1450.5,19.0,4.6,False,13.0,Satisfied,536398,22752,SET 7 BABUSHKA NESTING BOXES,6,12/1/2010 10:52,8.5,United Kingdom,1/4/2023 9:02,Home,408.0,1743.0,PayPal,70.0,0.0,Kendra Bates,1.0,30.0,Computer,3.0,34.0,E wallet,3.0,4.0,Fashion,5.0,Divorced,5.0,0.0,19.0,13.0,13.0,11.0,202.66,6f334a2e1303fe798ae16f4c33269e82,89.57,107.57,27-01-2017 13:43,5.0,cea0783f5748d01abec8fd268dccba49,credit_card,delivered,1150.0,30.0,10.0,17.0,belo horizonte,MG,a416b6a846a11724393025641d4edd5e,sao paulo,SP,5.0,303.0,4/4/2020,4/9/2020,Standard Class,Consumer,United States,Michigan,48205,Central,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5.47,0.0,2.3521
404.0,Male,27.0,Miami,Silver,710.4,13.0,4.1,True,60.0,Unsatisfied,536398,48185,DOORMAT FAIRY CAKE,2,12/1/2010 10:52,7.95,United Kingdom,4/3/2020 15:34,Clothing,477.0,5289.0,PayPal,70.0,0.0,Kendra Bates,1.0,20.0,Mobile Phone,1.0,8.0,Credit Card,3.0,3.0,Laptop & Accessory,2.0,Married,6.0,0.0,13.0,0.0,1.0,4.0,150.7,3302bf91faabf99f49bb481f349e3c39,123.4,141.51,4/2/2018 23:27,1.0,8281b348c92d101d10c17e412b99d748,credit_card,delivered,2000.0,30.0,12.0,16.0,xaxim,SC,a416b6a846a11724393025641d4edd5e,sao paulo,SP,3.0,304.0,4/4/2020,4/9/2020,Standard Class,Consumer,United States,Michigan,48205,Central,Office Supplies,Art,Newell 319,79.36,0.0,23.808
406.0,Female,31.0,New York,Gold,1160.6,15.0,4.5,True,33.0,Satisfied,536398,22866,HAND WARMER SCOTTY DOG DESIGN,12,12/1/2010 10:52,2.1,United Kingdom,2/10/2022 1:43,Books,180.0,1157.0,PayPal,70.0,1.0,Kendra Bates,1.0,8.0,Phone,1.0,28.0,Debit Card,2.0,5.0,Mobile Phone,3.0,Single,1.0,0.0,15.0,2.0,4.0,3.0,142.3,dac20199c3b53e630f19bf3dc1744bba,59.99,81.21,1/12/2017 8:41,3.0,03d5bcd7db52bee20887c5034650185d,credit_card,delivered,575.0,25.0,20.0,23.0,extremoz,RN,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,306.0,4/4/2020,4/9/2020,Standard Class,Home Office,United States,California,94109,West,Office Supplies,Labels,Avery 518,18.9,0.0,9.072
409.0,Male,28.0,San Francisco,Gold,1490.1,21.0,4.9,False,11.0,Satisfied,536398,22064,PINK DOUGHNUT TRINKET POT ,12,12/1/2010 10:52,1.65,United Kingdom,1/20/2021 20:11,Electronics,17.0,3340.0,Cash,28.0,1.0,Megan Perry,0.0,19.0,Mobile Phone,3.0,16.0,E wallet,3.0,4.0,Fashion,2.0,Divorced,3.0,1.0,19.0,1.0,1.0,2.0,190.71,be6619cf0f41dbf6491aafc3b5a0d638,84.52,192.64,8/11/2017 22:49,5.0,7d537f37cb20c7ccb74397390322047d,boleto,delivered,2000.0,30.0,12.0,16.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,309.0,4/4/2020,4/8/2020,Standard Class,Corporate,United States,Louisiana,70506,South,Office Supplies,Storage,Safco Commercial Shelving,232.55,0.0,9.302
412.0,Female,30.0,New York,Gold,1200.8,16.0,4.7,True,25.0,Satisfied,536398,22835,HOT WATER BOTTLE I AM SO POORLY,8,12/1/2010 10:52,4.65,United Kingdom,1/28/2023 0:35,Home,282.0,5116.0,Credit Card,34.0,1.0,Jessica Lopez,0.0,0.0,Phone,1.0,16.0,CC,2.0,5.0,Mobile,2.0,Married,8.0,0.0,13.0,0.0,1.0,3.0,134.08,c981128521975354988b8e88309a898d,253.57,292.26,5/8/2018 18:06,5.0,c615ac0ef96d723029051d29d7cd2d16,credit_card,delivered,100.0,30.0,12.0,16.0,garanhuns,PE,a416b6a846a11724393025641d4edd5e,sao paulo,SP,10.0,312.0,4/5/2020,4/7/2020,Second Class,Consumer,United States,Michigan,48127,Central,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,26.7,0.0,7.476
414.0,Female,43.0,Chicago,Bronze,505.75,10.0,3.3,True,46.0,Unsatisfied,536398,21479,WHITE SKULL HOT WATER BOTTLE ,4,12/1/2010 10:52,3.75,United Kingdom,1/4/2020 1:18,Books,403.0,3535.0,Credit Card,34.0,1.0,Jessica Lopez,0.0,8.0,Mobile Phone,1.0,22.0,Debit Card,3.0,3.0,Fashion,3.0,Divorced,5.0,1.0,12.0,0.0,1.0,0.0,176.32,f4b7dd32932ce541611390cebb64b110,125.0,145.07,7/8/2018 19:13,5.0,7a40001d3da620600ab80109510f3496,credit_card,delivered,850.0,16.0,24.0,16.0,uberlandia,MG,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,314.0,4/5/2020,4/9/2020,Second Class,Corporate,United States,Virginia,22304,South,Office Supplies,Art,Crayola Colored Pencils,22.96,0.0,7.5768
415.0,Male,30.0,San Francisco,Gold,1460.5,20.0,4.8,False,14.0,Satisfied,536398,22111,SCOTTIE DOG HOT WATER BOTTLE,9,12/1/2010 10:52,4.95,United Kingdom,3/4/2020 3:40,Home,351.0,3096.0,Credit Card,34.0,1.0,Jessica Lopez,0.0,0.0,Computer,1.0,26.0,Debit Card,3.0,3.0,Fashion,3.0,Divorced,4.0,0.0,12.0,1.0,1.0,0.0,198.24,adf0faf55bcd8289814220aea34f1e4b,82.95,91.3,20-03-2018 14:25,5.0,619276505340bdbe2845a35afde86cc0,voucher,delivered,350.0,16.0,12.0,12.0,sao paulo,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,315.0,4/5/2020,4/9/2020,Standard Class,Corporate,United States,Kentucky,40475,South,Office Supplies,Binders,Ibico Standard Transparent Covers,115.36,0.0,56.5264
416.0,Male,27.0,Miami,Silver,710.4,13.0,4.1,True,61.0,Unsatisfied,536399,22632,HAND WARMER RED POLKA DOT,6,12/1/2010 10:52,1.85,United Kingdom,8/12/2021 15:32,Electronics,489.0,583.0,Credit Card,34.0,1.0,Jessica Lopez,0.0,0.0,Computer,2.0,29.0,UPI,2.0,3.0,Fashion,5.0,Married,10.0,1.0,15.0,1.0,1.0,2.0,199.5,bc803635394fe3d07b22474558c8509d,82.95,106.03,6/3/2018 10:57,4.0,619276505340bdbe2845a35afde86cc0,credit_card,delivered,350.0,16.0,12.0,12.0,teresina,PI,a416b6a846a11724393025641d4edd5e,sao paulo,SP,5.0,316.0,4/5/2020,4/7/2020,Second Class,Consumer,United States,Michigan,48127,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,0.0,18.09
418.0,Female,31.0,New York,Gold,1140.6,15.0,4.5,True,34.0,Satisfied,536400,22969,HOMEMADE JAM SCENTED CANDLES,12,12/1/2010 10:53,1.45,United Kingdom,11/18/2020 14:41,Books,151.0,2935.0,Credit Card,34.0,1.0,Jessica Lopez,0.0,9.0,Computer,3.0,16.0,Credit Card,2.0,3.0,Fashion,2.0,Single,2.0,0.0,14.0,1.0,9.0,7.0,199.8,7701acffdc4a67fac70f9ba0d45cdf41,80.25,94.58,28-03-2017 21:45,5.0,c3040abf937069c3552391d63d89ece1,credit_card,delivered,550.0,30.0,10.0,17.0,jacarei,SP,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,318.0,4/5/2020,4/7/2020,First Class,Home Office,United States,New York,10035,East,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,0.0,26.6304
419.0,Male,35.0,Los Angeles,Silver,800.9,12.0,4.1,False,19.0,Neutral,536401,22110,BIRD HOUSE HOT WATER BOTTLE,1,12/1/2010 11:21,2.55,United Kingdom,11/25/2020 17:10,Electronics,201.0,513.0,PayPal,34.0,1.0,Jessica Lopez,0.0,0.0,Computer,1.0,10.0,COD,2.0,4.0,Mobile Phone,3.0,Single,6.0,0.0,16.0,1.0,1.0,2.0,138.94,bef626fc782c8b4f824510ddf2e335ac,56.29,50.0,7/8/2017 21:58,3.0,5e544127b9716110dc0cf017218896c2,voucher,delivered,2000.0,28.0,19.0,21.0,sao borja,RS,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,319.0,4/5/2020,4/7/2020,Second Class,Consumer,United States,Michigan,48127,Central,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,689.82,0.0,20.6946
420.0,Female,41.0,Chicago,Bronze,475.25,9.0,3.6,True,46.0,Unsatisfied,536401,22098,BOUDOIR SQUARE TISSUE BOX,1,12/1/2010 11:21,1.25,United Kingdom,6/11/2023 8:27,Clothing,142.0,2974.0,Cash,34.0,0.0,Jessica Lopez,0.0,21.0,Phone,3.0,8.0,E wallet,2.0,3.0,Laptop & Accessory,2.0,Divorced,3.0,0.0,14.0,4.0,6.0,7.0,140.51,bef626fc782c8b4f824510ddf2e335ac,56.29,23.93,7/8/2017 21:58,3.0,5e544127b9716110dc0cf017218896c2,credit_card,delivered,2000.0,28.0,19.0,21.0,sao borja,RS,a416b6a846a11724393025641d4edd5e,sao paulo,SP,1.0,320.0,4/5/2020,4/7/2020,First Class,Corporate,United States,Illinois,62521,Central,Office Supplies,Storage,Adjustable Personal File Tote,52.096,0.2,3.9072
422.0,Male,32.0,Miami,Silver,660.3,10.0,3.8,True,40.0,Unsatisfied,536401,22766,PHOTO FRAME CORNICE,1,12/1/2010 11:21,2.95,United Kingdom,5/20/2022 19:20,Books,411.0,4445.0,PayPal,30.0,0.0,Patrick Salinas,1.0,14.0,Computer,3.0,16.0,Debit Card,2.0,3.0,Laptop & Accessory,2.0,Single,8.0,0.0,14.0,0.0,1.0,10.0,162.3,75754d7bcffc106c7017989bd4b40873,36.85,96.83,14-05-2017 22:46,5.0,65e3848513c9ab70bf542e5d694cf072,credit_card,delivered,575.0,25.0,13.0,14.0,salvador,BA,a416b6a846a11724393025641d4edd5e,sao paulo,SP,6.0,322.0,4/5/2020,4/9/2020,Second Class,Corporate,United States,Virginia,22304,South,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,0.0,83.281
